dummy_field	id_set_1	name_set_1	id_set_2	name_set_2
dummy_value	40364	in+my+life_20691242.html	40355	in+my+life_10026479.html
dummy_value	42655	jam+back+at+the+house_10149713.html	42654	jam+back+at+the+house+beginnings_20924961.html
dummy_value	32590	heres+to+my+lady_20833176.html	32589	heres+to+my+lady_20833061.html
dummy_value	51149	many+rivers+to+cross_20260933.html	51148	many+rivers+to+cross_20260932.html
dummy_value	46230	let+it+be+live_20622749.html	46229	let+it+be+live_20614587.html
dummy_value	37198	i+remember+you_20017007.html	37197	i+remember+you+dixies+dream_20017008.html
dummy_value	50312	lush+life_20565109.html	50309	lush+life_20098063.html
dummy_value	58690	one+world_20089392.html	58688	one+world_20040682.html
dummy_value	69445	son+of+a+preacher+man_20816152.html	69443	son+of+a+preacher+man_20501584.html
dummy_value	27082	games+without+frontiers_20622751.html	27081	games+without+frontiers_20107496.html
dummy_value	74709	the+full+monty+medley_20138373.html	74708	the+full+monty+medley_20116861.html
dummy_value	79775	un+canadien+errant+the+lost+canadian_20536938.html	75387	the+lost+canadian_20082843.html
dummy_value	41250	iron+man_20308337.html	9293	black+sabbath+iron+man_20648984.html
dummy_value	12965	caravan_20824293.html	12962	caravan_20045698.html
dummy_value	74582	the+family+the+fishing+net_20107489.html	74580	the+family+and+the+fishing+net_20479224.html
dummy_value	16042	cottage+for+sale_20821548.html	823	a+cottage+for+sale_20625634.html
dummy_value	23419	everytime+we+say+goodbye_20116838.html	23066	every+time+we+say+goodbye_20633034.html
dummy_value	31250	have+you+met+miss+jones_20823343.html	31248	have+you+met+miss+jones_20045743.html
dummy_value	39044	ill+be+home+for+christmas_10187484.html	39043	ill+be+home+for+christmas_10156738.html
dummy_value	37527	i+used+to+be+color+blind_20068121.html	37526	i+used+to+be+color+blind_20045769.html
dummy_value	77019	there+goes+that+feeling+again_20547296.html	36431	i+heard+a+rumour_20654860.html
dummy_value	33523	hold+on_21079209.html	33503	hold+on_20147057.html
dummy_value	60784	planet+of+new+orleans_20089394.html	60783	planet+of+new+orleans_20040757.html
dummy_value	10115	bodhisattva_20152662.html	10114	bodhisattva_20130102.html
dummy_value	3138	all+my+life_21064249.html	3125	all+my+life_20007237.html
dummy_value	66306	setting+me+up_20089268.html	66305	setting+me+up_20040710.html
dummy_value	20303	dont+let+the+sun+go+down+on+me_20784236.html	20300	dont+let+the+sun+go+down+on+me_20059284.html
dummy_value	5506	as+if+we+never+said+goodbye_20980956.html	5505	as+if+we+never+said+goodbye_20012553.html
dummy_value	67776	sing+a+song+for+you_20280512.html	67775	sing+a+song+for+you_20137275.html
dummy_value	31362	he+aint+heavyhes+my+brother_20515130.html	31358	he+aint+heavy+hes+my+brother_20103046.html
dummy_value	81561	we+found+love_20987570.html	81560	we+found+love_20984115.html
dummy_value	52067	merry+christmas+darling_21047535.html	52064	merry+christmas+darling_10169757.html
dummy_value	83855	with+a+little+help+from+my+friends_10150804.html	1121	a+little+help+from+my+friends_20627331.html
dummy_value	51417	massacre_20136626.html	51416	massacre_20068049.html
dummy_value	32565	here+we+go+round+the+mulberry+bush_20463693.html	32564	here+we+go+round+the+mulberry+bush_20131354.html
dummy_value	67578	silent+night_20802858.html	67567	silent+night_20520220.html
dummy_value	67620	silver+bells_20058104.html	67618	silver+bells_10140706.html
dummy_value	80459	vertigo_10090856.html	80458	vertigo+do+the+demolition_20926323.html
dummy_value	43108	jingo_20121368.html	43076	jin+go+lo+ba_20582921.html
dummy_value	13932	cherry+pie_10185727.html	13931	cherry+pie_10148252.html
dummy_value	35849	i+dont+need+no+doctor_20726222.html	35847	i+dont+need+no+doctor_20185553.html
dummy_value	46249	let+it+be_20820024.html	46241	let+it+be_20073713.html
dummy_value	56500	nobody+knows+you+when+youre+down+and+out_20933749.html	56498	nobody+knows+you+when+youre+down+and+out_20269060.html
dummy_value	36322	i+guess+ill+always+love+you_20846463.html	36321	i+guess+ill+always+love+you_20825718.html
dummy_value	47633	little+drummer+boy_20987287.html	47631	little+drummer+boy_20800851.html
dummy_value	77906	tightrope_20131668.html	16103	couldnt+stand+the+weather_20131639.html
dummy_value	83050	white+christmas_20068150.html	83047	white+christmas_20022480.html
dummy_value	21980	ebb+tide_20665784.html	21977	ebb+tide_20055724.html
dummy_value	1041	a+house+without+love_20222782.html	1040	a+house+without+love_20064103.html
dummy_value	66236	september+song_20832813.html	66235	september+song_20821362.html
dummy_value	33884	home_20863515.html	33866	home_20039360.html
dummy_value	17430	dancing+queen_20002554.html	17429	dancing+queen+live_20818850.html
dummy_value	25617	fool+till+the+end_20650937.html	25616	fool+til+the+end_20759777.html
dummy_value	3207	all+of+me_20085357.html	3204	all+of+me_20017996.html
dummy_value	1820	above+all_20777411.html	1817	above+all_10180220.html
dummy_value	46249	let+it+be_20820024.html	46239	let+it+be_10026524.html
dummy_value	3994	amazing+grace_20143703.html	3989	amazing+grace_20048418.html
dummy_value	47633	little+drummer+boy_20987287.html	47626	little+drummer+boy_20690650.html
dummy_value	58921	opel_20291459.html	58920	opel_20108830.html
dummy_value	33998	honky+tonkin_20101235.html	33997	honky+tonkin_20064059.html
dummy_value	14002	child+in+the+manger_20093078.html	14001	child+in+a+manger_20767839.html
dummy_value	69613	sorry+seems+to+be+the+hardest_20807608.html	69612	sorry+seems+to+be+the+hardest+word_20310148.html
dummy_value	69613	sorry+seems+to+be+the+hardest_20807608.html	69611	sorry+seems+to+be+the+hardest+word_10239111.html
dummy_value	85404	your+love+keeps+lifting+me+higher+and+higher_20933752.html	33089	higher+and+higher_21077502.html
dummy_value	85404	your+love+keeps+lifting+me+higher+and+higher_20933752.html	33088	higher+and+higher_20212558.html
dummy_value	58492	one+nation+under+a+groove_20815200.html	58491	one+nation+under+a+groove+part+1_20281645.html
dummy_value	38699	if+tomorrow+never+comes_20145930.html	38698	if+tomorrow+never+comes_20057979.html
dummy_value	13762	charting+the+single_20088809.html	13761	charting+the+single_20053768.html
dummy_value	71536	suedehead_10183613.html	39967	im+so+sorry_20471620.html
dummy_value	8008	begin+the+beguine_20153584.html	8007	begin+the+beguine_20153583.html
dummy_value	65140	sanctuary_20773551.html	65133	sanctuary+the+whole+song_20649021.html
dummy_value	65206	santa+claus+is+coming+to+town_20818604.html	65201	santa+claus+is+coming+to+town_20570100.html
dummy_value	81946	weve+got+tonite_20593940.html	81945	weve+got+tonight_20464236.html
dummy_value	52365	might+just+take+your+life_20146239.html	52364	might+just+take+your+life_20038740.html
dummy_value	25884	for+what+its+worth_20472185.html	25882	for+what+its+worth_10245595.html
dummy_value	63528	ride+across+the+river_20089399.html	63527	ride+across+the+river_20040683.html
dummy_value	39813	im+not+in+love_10200363.html	39811	im+not+in+love+rework+of+art_20929893.html
dummy_value	53558	motown+medley_20575601.html	42592	jackson+5+medley_20701521.html
dummy_value	82463	when+i+fall+in+love_20098157.html	82462	when+i+fall+in+love_20098122.html
dummy_value	21295	dreamland_20188349.html	21294	dreamland_20188348.html
dummy_value	32416	here+comes+the+sun_20100611.html	32414	here+comes+the+sun_10026518.html
dummy_value	48505	look+for+the+silver+lining_20235916.html	48504	look+for+the+silver+lining+from+till+the+clouds+roll+by_20960766.html
dummy_value	83691	wings+of+love_20083161.html	76451	the+sun+goes+down_20083127.html
dummy_value	43159	john+barleycorn_20224177.html	43158	john+barleycorn_20131233.html
dummy_value	69661	soul+kitchen_20665392.html	69659	soul+kitchen_20042745.html
dummy_value	32416	here+comes+the+sun_20100611.html	32415	here+comes+the+sun_20059163.html
dummy_value	44317	kentucky+woman_20098874.html	44316	kentucky+woman_20038844.html
dummy_value	1199	a+lovely+way+to+spend+an+evening_21014478.html	1198	a+lovely+way+to+spend+an+evening_20055655.html
dummy_value	50317	lust+for+life_20066947.html	50316	lust+for+life+feat+the+pretenders_20244367.html
dummy_value	3863	always+on+my+mind_20534289.html	3860	always+on+my+mind_20047785.html
dummy_value	38832	if+you+need+me_20203064.html	38831	if+you+need+me_20203060.html
dummy_value	55064	nature+boy_21087939.html	55063	nature+boy_20565107.html
dummy_value	33110	higher+love_20834762.html	33107	higher+love_20131220.html
dummy_value	12443	can+we+just+stop+and+talk+awhile_20632030.html	12442	can+we+just+stop+and+talk+a+while+feat+gary+v_20629543.html
dummy_value	69946	speechless+from+life+soundtrack_20496734.html	69945	speechless+feat+ronald+isley_20289718.html
dummy_value	83111	white+rabbit_21106896.html	83108	white+rabbit_20621861.html
dummy_value	70893	still_20083840.html	70891	still_20059857.html
dummy_value	17323	dance+to+the+music_20184327.html	17322	dance+to+the+music_20124890.html
dummy_value	4163	america_20612948.html	4158	america_20261900.html
dummy_value	4008	amazing+grace_20792670.html	3996	amazing+grace_20268824.html
dummy_value	69147	someone+to+watch+over+me_20753988.html	69146	someone+to+watch+over+me_20700701.html
dummy_value	79402	turn+me+on_20983212.html	79401	turn+me+on_20975890.html
dummy_value	37958	i+will+sing_20343957.html	37956	i+will+sing_10141984.html
dummy_value	73081	tears+in+heaven_20464879.html	73080	tears+in+heaven_20051574.html
dummy_value	46333	let+it+snow+let+it+snow+let+it+snow_20816521.html	46331	let+it+snow+let+it+snow+let+it+snow_20726044.html
dummy_value	56018	no+easy+way+down_20043864.html	1233	a+man+without+a+dream_20095371.html
dummy_value	81510	we+cant+back+down_20878734.html	12587	cant+back+down_20878572.html
dummy_value	49255	love+is+a+many+splendored+thing_20804298.html	49253	love+is+a+many+splendored+thing_20248673.html
dummy_value	49255	love+is+a+many+splendored+thing_20804298.html	49254	love+is+a+many+splendored+thing_20504149.html
dummy_value	44858	knockin+on+heavens+door_20887379.html	44857	knockin+on+heavens+door_20818906.html
dummy_value	10671	boys+girls+like+you+me_20163904.html	10661	boys+and+girls+like+you+and+me_20163905.html
dummy_value	76470	the+supernatural+anaesthetist_20297501.html	32420	here+comes+the+supernatural+anaesthetist_20058852.html
dummy_value	77547	this+old+heart+of+mine+is+weak+for+you_20920169.html	63317	rest+of+our+life_21067650.html
dummy_value	76517	the+thing+that+should+not+be_20315261.html	76516	the+thing+that+should+not+be_20092150.html
dummy_value	33854	homeward+bound_20649779.html	33850	homeward+bound+feat+paul+simon_20216103.html
dummy_value	46333	let+it+snow+let+it+snow+let+it+snow_20816521.html	46325	let+it+snow+let+it+snow+let+it+snow_20064487.html
dummy_value	24225	far+from+home_20198526.html	24224	far+from+home_20131335.html
dummy_value	41832	its+all+coming+back+to+me+now_20487398.html	41831	its+all+coming+back+to+me+now_20318870.html
dummy_value	33972	honky+tonk+blues_20709615.html	33970	honky+tonk+blues_20064058.html
dummy_value	14797	closer+you+and+i_20643865.html	14796	closer+to+you_20646090.html
dummy_value	82009	what+are+you+doing+new+years+eve_20771693.html	82007	what+are+you+doing+new+years+eve_20144704.html
dummy_value	77019	there+goes+that+feeling+again_20547296.html	72134	sweat_20654855.html
dummy_value	26877	fun+in+acapulco_20049219.html	25543	follow+that+dream_20048852.html
dummy_value	23490	evil+woman_20671675.html	23488	evil+woman_20333660.html
dummy_value	35427	i+cant+get+next+to+you_20584963.html	35426	i+cant+get+next+to+you_20462630.html
dummy_value	29138	good+christian+men+rejoice_20887337.html	29137	good+christian+men+rejoice_20692521.html
dummy_value	73130	teenage+lobotomy_20374863.html	73129	teenage+labotomy_20322749.html
dummy_value	82566	when+my+dreamboat+comes+home_21058729.html	82565	when+my+dreamboat+comes+home_20338970.html
dummy_value	32419	here+comes+the+sun_21068980.html	32416	here+comes+the+sun_20100611.html
dummy_value	47810	little+wing_20132063.html	47808	little+wing_20071564.html
dummy_value	32419	here+comes+the+sun_21068980.html	32415	here+comes+the+sun_20059163.html
dummy_value	32419	here+comes+the+sun_21068980.html	32414	here+comes+the+sun_10026518.html
dummy_value	58707	one_20269578.html	58705	one_20141388.html
dummy_value	9933	blue+skies_20155806.html	9924	blue+skies_20045690.html
dummy_value	42897	jesse_21044032.html	42896	jesse_20027270.html
dummy_value	14356	christmas+to+remember_20674259.html	812	a+christmas+to+remember_20041798.html
dummy_value	67930	sisters+of+mercy_20132446.html	67929	sisters+of+mercy_20082887.html
dummy_value	53722	mr+bojangles_20261803.html	53719	mr+bojangles_10194009.html
dummy_value	33367	hobos+lullaby_20800868.html	33366	hobos+lullaby_20211224.html
dummy_value	65101	sample+in+a+jar_20261185.html	65100	sample+in+a+jar_20108366.html
dummy_value	76096	the+riot+of+your+time_20122689.html	48299	long+distance+love+affair_20515116.html
dummy_value	82598	when+the+eagle+flies_20338665.html	82597	when+the+eagle+flies_20131483.html
dummy_value	1549	a+song+for+you_20809195.html	1542	a+song+for+you_20027430.html
dummy_value	79316	tuesday_21086822.html	79315	tuesday_21086817.html
dummy_value	1546	a+song+for+you_20274357.html	1545	a+song+for+you_20274349.html
dummy_value	53211	moon+river_20665773.html	53209	moon+river_20260270.html
dummy_value	53211	moon+river_20665773.html	53207	moon+river_20055151.html
dummy_value	82264	what+you+sayin_20654854.html	72134	sweat_20654855.html
dummy_value	46338	let+it+snow+let+it+snowlet+it+snow_20040044.html	46335	let+it+snow+let+it+snow+let+it+snow_20824693.html
dummy_value	43266	jolene_20990680.html	43260	jolene_20041709.html
dummy_value	82092	what+had+happened_20832845.html	26880	fun+lovin+criminals_20197519.html
dummy_value	1629	a+time+for+us_20320625.html	1628	a+time+for+us_20320612.html
dummy_value	47743	little+queenie_20246776.html	47741	little+queenie_20115770.html
dummy_value	65518	say+once+more_10010096.html	65517	say+once+more+in+album+lead+me+on_20928097.html
dummy_value	39326	ill+wear+it+proudly_20047378.html	39325	ill+wear+it+proudly+live_20239026.html
dummy_value	37582	i+wanna+be+your+man_20345448.html	37579	i+wanna+be+your+man_20014294.html
dummy_value	31202	have+i+told+you+lately+that+i+love+you_20824873.html	31201	have+i+told+you+lately+that+i+love+you_20822069.html
dummy_value	14256	christmas+day_20767850.html	14255	christmas+day_20763874.html
dummy_value	28371	glorify+your+name_20809203.html	28370	glorify+your+name_20541611.html
dummy_value	26339	freaks_20088889.html	26338	freaks_20053753.html
dummy_value	31280	have+yourself+a+merry+little+christmas_20144693.html	31265	have+yourself+a+merry+litlle+christmas_20726965.html
dummy_value	47759	little+saint+nick_20695564.html	47757	little+saint+nick_20013897.html
dummy_value	11990	by+your+side_20809467.html	11989	by+your+side_20626663.html
dummy_value	15421	come+rain+or+come+shine_20171445.html	15416	come+rain+or+come+shine_20042090.html
dummy_value	36058	i+feel+so+close+to+you_21017547.html	24521	feel+so+close_20917874.html
dummy_value	15421	come+rain+or+come+shine_20171445.html	15418	come+rain+or+come+shine_20056366.html
dummy_value	15421	come+rain+or+come+shine_20171445.html	15417	come+rain+or+come+shine_20045703.html
dummy_value	22333	embraceable+you_20998263.html	22326	embracable+you_20251924.html
dummy_value	31288	have+yourself+a+merry+little+christmas_20492005.html	31272	have+yourself+a+merry+little+christmas_20032137.html
dummy_value	63166	remember+me+this+way_20620529.html	63165	remember+me+this+way_20603737.html
dummy_value	29478	goodbye_10091224.html	29469	goodbye+us+song_20505221.html
dummy_value	75666	the+night+time+is+the+right+time_20664864.html	75665	the+night+time+is+the+right+time_20034334.html
dummy_value	14615	clampdown_20067378.html	14614	clampdown_20031831.html
dummy_value	8904	biko_10204691.html	8903	biko+with+peter+gabriel_20647944.html
dummy_value	48158	london_20240575.html	48154	london_10217990.html
dummy_value	55426	never+say+die_20287376.html	55422	never+say+die_20019406.html
dummy_value	31280	have+yourself+a+merry+little+christmas_20144693.html	31264	have+yourself+a+merry+christmas_21052123.html
dummy_value	67407	si+juras+regresar_20050482.html	24099	falta+tanto+amor_20050445.html
dummy_value	43079	jingle+bell+rock_20225206.html	43078	jingle+bell+rock_20007602.html
dummy_value	21527	drops+of+jupiter_20991943.html	21526	drops+of+jupiter_20140408.html
dummy_value	31644	heart+of+gold_20531469.html	31640	heart+of+gold_20098988.html
dummy_value	41649	it+only+happens+when+i+dance+with+you_20491991.html	41648	it+only+happens+when+i+dance+with+you_20068123.html
dummy_value	52713	miss+you+most_10174225.html	52712	miss+you+most+at+christmas_20683242.html
dummy_value	70194	st+judys+comet_10202246.html	70193	st+judys+comet_10156939.html
dummy_value	73019	teach+me+tonight_20723205.html	73018	teach+me+tonight_20700680.html
dummy_value	76976	theme+from+the+deep+down+deep+inside_20805390.html	20884	down+deep+inside+theme+from+the+deep_20553455.html
dummy_value	67576	silent+night_20772694.html	67564	silent+night_20460140.html
dummy_value	33738	holy+spirit+rain+down_20815176.html	33736	holy+spirit+rain+down_20626616.html
dummy_value	34910	hurt_20715562.html	34890	hurt+quiet_20923206.html
dummy_value	32385	here+comes+santa+claus_20855079.html	32384	here+comes+santa+claus_20756193.html
dummy_value	67576	silent+night_20772694.html	67568	silent+night_20580268.html
dummy_value	54341	my+girl_20092513.html	54337	my+girl_20005076.html
dummy_value	12632	cant+find+my+way+home_20627329.html	12630	cant+find+my+way+home_20051493.html
dummy_value	3310	all+shook+up_20120139.html	3308	all+shook+up_20047784.html
dummy_value	41917	its+beginning+to+look+a+lot+like+christmas_20815016.html	41915	its+beginning+to+look+a+lot+like+christmas_20312236.html
dummy_value	7680	beautiful+star+of+bethlehem_20674547.html	7679	beautiful+star+of+bethlehem_20162146.html
dummy_value	69254	something+must+break_20075921.html	17938	dead+souls_20075881.html
dummy_value	33170	highwayman_20811350.html	33168	highwayman_20212662.html
dummy_value	37774	i+want+you+to+want+me_20463594.html	37772	i+want+you+to+want+me_20346175.html
dummy_value	56476	nobody+does+it+better_20620823.html	56472	nobody+does+it+better_20027401.html
dummy_value	79390	turn+it+on_20083087.html	64707	running+in+the+family_20083115.html
dummy_value	67576	silent+night_20772694.html	67572	silent+night_20726048.html
dummy_value	17312	dance+the+night+away_20051519.html	17311	dance+the+night+away_20034166.html
dummy_value	41881	its+alright+with+you_20740351.html	41880	its+alright+with+me_20319891.html
dummy_value	54341	my+girl_20092513.html	54340	my+girl_20087283.html
dummy_value	52460	milord_20515109.html	46749	lets+sew+our+pants+together_20247327.html
dummy_value	33653	holly+jolly+christmas_20766933.html	33651	holly+jolly+christmas_20674240.html
dummy_value	59127	our+day+will+come_20464256.html	59125	our+day+will+come_20027548.html
dummy_value	17088	d+i+v+o+r+c+e_20191217.html	17087	d+i+v+o+r+c+e_20041818.html
dummy_value	82264	what+you+sayin_20654854.html	36431	i+heard+a+rumour_20654860.html
dummy_value	57951	on+moonlight+bay_20801520.html	53233	moonlight+bay_20259175.html
dummy_value	29765	grandmas+hands_21070357.html	29764	grandmas+hands_20208405.html
dummy_value	38701	if+u+cant+dance_10187992.html	38700	if+u+cant+dance+slide_20701359.html
dummy_value	34157	hot+blue+righteous_20149358.html	34156	hot+blue+and+righteous_20561178.html
dummy_value	23349	everything+must+change_20968852.html	23346	everything+must+change_20012769.html
dummy_value	60179	pearly+queen_20296547.html	60178	pearly+queen_20131235.html
dummy_value	54346	my+girl_20267455.html	54337	my+girl_20005076.html
dummy_value	44855	knockin+on+heavens+door_20062358.html	44850	knockin+on+heavens+door_10139612.html
dummy_value	49153	love+gun_20101100.html	49152	love+gun_20079886.html
dummy_value	54635	my+one+and+only+love_20729273.html	54633	my+one+and+only+love_20268116.html
dummy_value	41919	its+beginning+to+look+like+christmas_20802363.html	41915	its+beginning+to+look+a+lot+like+christmas_20312236.html
dummy_value	41919	its+beginning+to+look+like+christmas_20802363.html	41916	its+beginning+to+look+a+lot+like+christmas_20766930.html
dummy_value	35573	i+cant+wait_20646205.html	35570	i+cant+wait_20482058.html
dummy_value	76613	the+turn+of+a+friendly+card_20005406.html	76612	the+turn+of+a+friendly+card+part+one_20952380.html
dummy_value	29679	gotta+go+my+own+way_20751548.html	29677	gotta+go+my+own+way_20653380.html
dummy_value	4985	any+ole+way_20288998.html	4984	any+ole+way+live_20814687.html
dummy_value	54346	my+girl_20267455.html	54340	my+girl_20087283.html
dummy_value	54346	my+girl_20267455.html	54344	my+girl_20267426.html
dummy_value	37301	i+shall+be+released_20992227.html	37299	i+shall+be+released_20132434.html
dummy_value	30733	happnies+is+a+warm+gun_20702851.html	30718	happiness+is+a+warm+gun_20139591.html
dummy_value	54346	my+girl_20267455.html	54342	my+girl_20092799.html
dummy_value	54346	my+girl_20267455.html	54341	my+girl_20092513.html
dummy_value	6051	away+in+a+manger_21052042.html	6040	away+in+a+manger_20590499.html
dummy_value	54346	my+girl_20267455.html	54345	my+girl_20267454.html
dummy_value	28772	godsmack+awake_20648861.html	6023	awake_20061061.html
dummy_value	23515	exactly+like+you_20816526.html	23514	exactly+like+you_20816465.html
dummy_value	43723	just+for+the+record_20088843.html	43722	just+for+the+record_20053718.html
dummy_value	67573	silent+night_20748154.html	67571	silent+night_20725044.html
dummy_value	65499	say+it+isnt+so_20997878.html	65496	say+it+isnt+so_20098086.html
dummy_value	37977	i+will+wait+for+you_21027995.html	37975	i+will+wait+for+you_20520079.html
dummy_value	53875	mrsrobinson_10202257.html	53867	mrs+robinson_20485256.html
dummy_value	53875	mrsrobinson_10202257.html	53864	mrs+robinson_20263541.html
dummy_value	33756	home+again_20215467.html	5843	aubade+and+i+am+not+like+other+birds+of+prey_20152729.html
dummy_value	42198	its+raining+men_20756617.html	42197	its+raining+men_20756603.html
dummy_value	18663	devoted+to+you_20191281.html	18662	devoted+to+you_20027249.html
